comment_id,video_id,name_ko,name_en,unit,text,like_count,published_at,text_len,sid
UgwqvYYXt_feTogRAIh4AaABAg,y1nUYj_D1Es,아오쿠모 린,Aokumo Rin,CLICHE,"2:40 ""쿠모(린)가 나를 부르고 있어~""",134,2026-06-28T13:38:52Z,24,237
UgwUDG5bJpx_iTBAnQd4AaABAg,TTHSIecBzhg,아카네 리제,Akane Lize,UNIVERSE,무친 진짜로 천마가 되어버렸잖아 ㅋㅋㅋㅋㅋㅋㅋ,131,2026-07-10T06:29:02Z,25,238
UgwR2o4oJ1tpTHVlCEB4AaABAg,jeft__9y7ik,사키하네 후야,Sakihane Huya,EVERYS,'둘은 예술가지만 최강',127,2026-07-21T22:13:01Z,13,239
UgzzgsT7FsQ_KluZl4d4AaABAg,jeft__9y7ik,사키하네 후야,Sakihane Huya,EVERYS,왜 계속 HAED HEAD HAED HEAD로 바뀌냐고 ㅋㅋㄲㅋㅋㅋㅋㅋㅋㅋㅋ,125,2026-07-21T23:18:08Z,42,240
Ugy4rLkRUq8XVe_NRfR4AaABAg,bHeNo0qY2iI,하나코 나나,Hanako Nana,CLICHE,미용사 쪼그리고 있는 장면 진짜 폭력적이네ㅋㅋㅋㅋㅋㅋ,125,2026-06-29T08:12:02Z,29,241
UgwsZMo27ck1PlWHoOF4AaABAg,xKYey53VI1U,시라유키 히나,Shirayuki Hina,UNIVERSE,잡고있던 해둥이 냅다 발로 까는게 개웃기네ㅋㅋㅋ,123,2026-07-12T06:10:44Z,26,242
UgxqRMIj8DvvYT2Nenp4AaABAg,y1nUYj_D1Es,아오쿠모 린,Aokumo Rin,CLICHE,평생 요루시카만 보며 살아온 파스텔은 그렇게 성불하고 마는데...,122,2026-06-28T10:11:09Z,36,243
UgzhdZ7bo0RoBXRe5pF4AaABAg,UiYVtkyveYA,텐코 시부키,Tenko Shibuki,CLICHE,아무래도 일방적 딜교 겨드랑이 당한거죠 아무래도,119,2026-07-09T08:27:16Z,26,244
UgxdwGvC8oiw460X3iJ4AaABAg,3Y7Ek6YSGPE,아카네 리제,Akane Lize,UNIVERSE,와 일러도 레전드고 노래도 레전드고 그냥 이번거도 레전드다 갓리제,118,2026-07-04T12:17:08Z,36,245
UgyNjN99aSIKAe9xQwp4AaABAg,yY_Al_ZYnvA,네네코 마시로,Neneko Mashiro,UNIVERSE,2:56 존나 귀여워서 웃음을 참지 못했다,118,2026-07-05T08:49:10Z,23,246
UgxGULih2kpj6h8pTdN4AaABAg,1tnc3DNZfoc,아야츠노 유니,Ayatsuno Yuni,EVERYS,유니는 사실 치어리더가 보고 싶은 거 아닐까?,115,2026-06-16T10:09:32Z,25,247
UgxjpMhlgMvP_ibCnJN4AaABAg,egoTEH8teX0,아야츠노 유니,Ayatsuno Yuni,EVERYS,"일어났는데 유니가 깨워주고 있으면
일어났어도 자는척 해야지 음음",114,2026-07-09T23:42:18Z,35,248
Ugyb_MSG3W8lbyuDTuZ4AaABAg,wO7pHjlBdz4,텐코 시부키,Tenko Shibuki,CLICHE,고맙다 리제야 ㅋㅋㅋㅋㅋ,112,2026-07-24T08:19:00Z,13,249
Ugxzgsoc8b5FqS8tvft4AaABAg,y1nUYj_D1Es,아오쿠모 린,Aokumo Rin,CLICHE,"물떼새 스텔중에 커버해주면 좋겠다는 생각을 했었는데  내 최애가 커버 해준다니 감사합니다 성불할게요

이제 봤는데 3:39 여기에 꺾기? 뭐지 너무 좋은데",110,2026-06-28T07:38:25Z,86,250
UgwAcvo5c1dCFIwLcEB4AaABAg,D9OEykMduEU,아카네 리제,Akane Lize,UNIVERSE,이게 정녕 오늘 콘서트 하는 사람이냐,108,2026-07-11T06:54:23Z,20,251
UgzXYsin_1RoWf-a7CN4AaABAg,lR8FEwEnuqk,시라유키 히나,Shirayuki Hina,UNIVERSE,공주가 멍 안해주니까 자기가 멍! 하는게 진짜 웃기네ㅋㅋㅋㅋ,107,2026-07-15T06:25:28Z,33,252
UgzWLatvTCf6buEmA7F4AaABAg,VITNdv2ZywY,사키하네 후야,Sakihane Huya,EVERYS,"노래 가사가 생일 까먹었네 이 가사여서 뭔가 오늘이랑 딱 어울리네요 ㅋㅋ
재밌는 하루 기억에 새기고 즐겁게 앞으로도 같이 보내봐요!! 행복한 하루에요~",106,2026-07-07T11:37:02Z,84,253
Ugz9ZDEhx2C44xoGMKd4AaABAg,lR8FEwEnuqk,시라유키 히나,Shirayuki Hina,UNIVERSE,침맞으러 마하9속도로 달리는 해둥이 뭐냐고 ㅋㅋㅋㅋㅋ,100,2026-07-15T07:19:28Z,29,254
Ugx2GaIi2OYMqjjzWPl4AaABAg,3Y7Ek6YSGPE,아카네 리제,Akane Lize,UNIVERSE,같이보기를 보고 녹음한걸까? 우연의 일치일까? 😂,100,2026-07-05T00:51:13Z,27,255
UgwVXcdhsYndNBR0AGd4AaABAg,IVDQWVfrKwA,사키하네 후야,Sakihane Huya,EVERYS,강지 : 머라 중얼 거리는거야,100,2026-07-01T03:36:55Z,16,256
UgxT5TodEA4dNjjZ--d4AaABAg,jvZRK7W7S9Y,하나코 나나,Hanako Nana,CLICHE,진짜 1:59 여기 기타 넣은놈 누군진 몰라도 노벨상 두세개 정도만 줘라,99,2026-07-29T15:17:19Z,40,257
Ugw7-hDq9NfxP74kmYV4AaABAg,egoTEH8teX0,아야츠노 유니,Ayatsuno Yuni,EVERYS,당장 설명란만 들어가봐도 누가 그렸고 무엇을 참고했다 쓰여있는데 관계 없는 사람 얘기만 하고있으니 유니도 섭섭하겠다,99,2026-07-13T20:03:49Z,64,258
UgwAWOyNC4TjDbEJzmN4AaABAg,Uuf2oipmXHg,텐코 시부키,Tenko Shibuki,CLICHE,서로가 서로에게 귀여운 상황,99,2026-07-11T07:13:01Z,15,259
UgxtqcgMm8NB2P-kXOZ4AaABAg,nsZmnwC9ukE,텐코 시부키,Tenko Shibuki,CLICHE,0:58 순간 꼬리 겁나 커진줄 알았다,98,2026-07-25T11:26:36Z,21,260
Ugzoqc7XEQ5Pz6cfKzt4AaABAg,aUVF5Tw9lz4,하나코 나나,Hanako Nana,CLICHE,그림체 보자마자 터졌네 습박 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거참 띨빵하게도 생겼네,96,2026-07-08T08:30:46Z,39,261
UgwWPWdYXtfDkH31hkl4AaABAg,NMqafFZBz30,아오쿠모 린,Aokumo Rin,CLICHE,정보 : 해당 야랄의 원본은 영화 ’아이스 에이지‘(원피스 아님)에 나오는 땅늘보들이 모여 야랄을 하는 장면에서 기인했습니다.,95,2026-07-26T09:04:29Z,70,262
Ugw7GPVY_ebDUruJHFJ4AaABAg,KxG2L57W0SQ,아라하시 타비,Arahashi Tabi,UNIVERSE,저 통통튀는 타비가 개쳐열받네 ㅌㅌㅋㅋㅋㅋ,95,2026-06-29T03:47:28Z,23,263
UgwJXjwdARLx6RJiwMp4AaABAg,1tnc3DNZfoc,아야츠노 유니,Ayatsuno Yuni,EVERYS,"초보 : 아 롯데 자이언츠 응원하는 구나
고수 : 지바롯데 응원하는구나!!",93,2026-06-16T11:54:27Z,41,264
Ugx3PsQTCpKPnmDzIPZ4AaABAg,w16uoVZpKqY,사키하네 후야,Sakihane Huya,EVERYS,통통꼬리 살랑거리면서 폴짝폴짝 튀는 것 뿐이지만 나의 수십분이 사라젔다…,93,2026-07-28T22:26:28Z,40,265
UgzJQezCQdd7O_vW9dt4AaABAg,HbH5LgxkSm4,아라하시 타비,Arahashi Tabi,UNIVERSE,꿍싯꿍싯하면서 바보털 흔들리는 거에 자꾸 눈이 가네 ㅋㅋ,93,2026-07-15T04:21:03Z,31,266
UgysRFRLZoBLPW76rhh4AaABAg,KxG2L57W0SQ,아라하시 타비,Arahashi Tabi,UNIVERSE,세상에 내가 모르는 야랄유토피아가 있어서 이런게 계속 나오는거임..? 대체 무슨..,91,2026-06-29T03:47:49Z,46,267
Ugw9aOuFMPrbnccf0014AaABAg,3Y7Ek6YSGPE,아카네 리제,Akane Lize,UNIVERSE,아 청록이 '청록색'이 아니라 '청'(Blue) '록'(Rock) 이였구나,91,2026-07-05T05:40:05Z,41,268
UgzlHZduiAlv0p6Am-Z4AaABAg,I88_TyumGqQ,아오쿠모 린,Aokumo Rin,CLICHE,린 오리곡이 진심 중독성이 오짐ㅋㅋㅋㅋ,89,2026-07-28T08:13:49Z,21,269
Ugws6zV6Md-ZdiAnz-V4AaABAg,lR8FEwEnuqk,시라유키 히나,Shirayuki Hina,UNIVERSE,ㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 딱 저모습이었을거 같아서 웃기네요,89,2026-07-15T06:19:06Z,30,270
UgzSd4Y1_PoUxOZJH4R4AaABAg,UoeqQ79OhJk,하나코 나나,Hanako Nana,CLICHE,진짜 존나귀여우면 페추,88,2026-07-11T09:49:24Z,12,271
Ugyt6p9hlWr6yUIggJl4AaABAg,y1nUYj_D1Es,아오쿠모 린,Aokumo Rin,CLICHE,3:38 욘~데이루➡️↗️⤵️↗️⤵️,83,2026-06-28T08:49:58Z,20,272
Ugxi2PHH_X1M22j5FFR4AaABAg,1tnc3DNZfoc,아야츠노 유니,Ayatsuno Yuni,EVERYS,여러사람 난리나는 주제를 갑자기 ㅋㅋㅋㅋㅋㅋ 사람들 카페에 글 올린거 넘 웃겼음 월드컵이랑,83,2026-06-16T09:10:25Z,50,273
Ugw7jF6HS1fOZLuiSKF4AaABAg,aUVF5Tw9lz4,하나코 나나,Hanako Nana,CLICHE,마지막 린 비명이 젤 웃기네 ㅋㅋㅋㅋ,82,2026-07-08T08:35:12Z,20,274
UgzArZ9XZKu22vDWQoh4AaABAg,VITNdv2ZywY,사키하네 후야,Sakihane Huya,EVERYS,"후야의 첫번째 생일을 함께 축하 할 수 있어서 정말 다행이야.
이 첫번째 걸음이 앞으로도 계속해서 걸을 수 있었으면 좋겠어
생일 축하해 우리곁에 와줘서 고마워",81,2026-07-07T11:34:34Z,88,275
UgxEDtRxU961ugJ4nFV4AaABAg,FFe9FMdemO8,시라유키 히나,Shirayuki Hina,UNIVERSE,이야 영입성공이다 ㅋㅋㅋ 찰떡이네 ㅋㅋ,81,2026-06-16T05:12:57Z,21,276
UgwPQkcr7hqLVEIx8rd4AaABAg,f7uaxrWNIdE,네네코 마시로,Neneko Mashiro,UNIVERSE,시로 다운 정말 귀여운 노래의 선곡이네요. 3주년 너무 축하드립니다🎉🎉🎉,80,2026-06-10T13:38:34Z,40,277
Ugz0W6JECA_8WeaePgJ4AaABAg,FFe9FMdemO8,시라유키 히나,Shirayuki Hina,UNIVERSE,아아- 모르는건가.. 저 춤은 우마루 춤이라고 한다..,77,2026-06-16T06:07:35Z,30,278
Ugwc-Lr7eR78AgFExKZ4AaABAg,_w7V7MgoTR8,시라유키 히나,Shirayuki Hina,UNIVERSE,갸루가 이렇게 청초할 리 없어,77,2026-06-11T08:56:24Z,16,279
UgzIEmye-4G4L1ZzcKB4AaABAg,yqkYpiIwYl0,아라하시 타비,Arahashi Tabi,UNIVERSE,소원 들어주실 때까지 숨 참겠습니다,76,2026-07-04T05:18:01Z,19,280
UgzsMMuyZ_FEDqe0WoZ4AaABAg,xKYey53VI1U,시라유키 히나,Shirayuki Hina,UNIVERSE,해둥이 발길질 당한거 가엾어ㅠㅠ,76,2026-07-12T05:03:49Z,17,281
UgzxLrI3iDOKQ5Gpxi54AaABAg,I88_TyumGqQ,아오쿠모 린,Aokumo Rin,CLICHE,아아 살짝 미칠수가 없는데요,76,2026-07-28T11:29:58Z,15,282
UgxZY2Do8bB9XGDKLSx4AaABAg,lR8FEwEnuqk,시라유키 히나,Shirayuki Hina,UNIVERSE,어떻게 반려견마저 방송천재인것이냐 정히나…!,75,2026-07-15T06:46:51Z,24,283
Ugwq9w2AyvoFqijwNhJ4AaABAg,eeDdzUFGfcU,네네코 마시로,Neneko Mashiro,UNIVERSE,누가 이렇게 귀엽나 했는데 시로였네 진짜 개쳐귀여움 ㅠ,73,2026-07-07T10:54:56Z,30,284
UgzKmOIM75t6aFDDwRp4AaABAg,bHeNo0qY2iI,하나코 나나,Hanako Nana,CLICHE,자꾸 테토녀 테토녀 하니까 진짜 테토가 되셨군요 나나님,73,2026-06-29T08:52:26Z,30,285
Ugy06lYgKgi62QxEGY14AaABAg,1tnc3DNZfoc,아야츠노 유니,Ayatsuno Yuni,EVERYS,"두산 소개하시는분 영업 못하시네
망곰이 콜라보 굿즈를 보여주셔야지",71,2026-06-16T10:39:23Z,36,286
UgzAOMUvyJzjg4jwiv94AaABAg,ZYSQLv_L26Y,아오쿠모 린,Aokumo Rin,CLICHE,"7월 27일에 군입대했습니다 솔직히 막막했는데 최애의 노래가 입대곡이라고 생각하니 버틸 수 있을 것 같습니다 정말 감사합니다 
노래가 진짜 너무 좋습니다 군 복무 기간 동안 이 노래 들으면서 버티겠습니다

스텔라이브 화이팅!!",71,2026-08-01T05:09:46Z,126,287
UgxlO2OuXV0-A-_yGwl4AaABAg,lR8FEwEnuqk,시라유키 히나,Shirayuki Hina,UNIVERSE,공주가 주인닮아 방송감이 넘치네~ ㅋㅋㅋㅋ,71,2026-07-15T06:16:15Z,23,288
UgzopLb1sta54B7-NgR4AaABAg,jeft__9y7ik,사키하네 후야,Sakihane Huya,EVERYS,???: 그대는 모라시티의 절대악에 관한 이야기를 알고있나? 그녀는 머리큰 조수와 함깨 도시를 하나의 예술 작품으로 만들려고 했지. 간악한 경찰들도 막을수도 없던 절대악을 우리는 숭배해야 되!,71,2026-07-21T22:10:21Z,107,289
UgwIabITDNg9KFb1psd4AaABAg,yY_Al_ZYnvA,네네코 마시로,Neneko Mashiro,UNIVERSE,빙하기에 이런 특식이.. 맛있게 먹겠습니다,70,2026-07-05T08:45:08Z,23,290
UgxFPnZKvxRTHhJBbz94AaABAg,f7uaxrWNIdE,네네코 마시로,Neneko Mashiro,UNIVERSE,노래들으려고 왔는데 밑에 있던 애개뤼 쩌ㅓㅓ억 보고 겁나 웃었네 ㅋㅋ,69,2026-06-10T14:43:17Z,38,291
Ugzd9rBjvPQ_9Dq0D354AaABAg,IVDQWVfrKwA,사키하네 후야,Sakihane Huya,EVERYS,사장도 못막는 마룡 ㄷㄷ,69,2026-06-30T22:33:55Z,13,292
UgwIfSaZyOie6JX35gZ4AaABAg,GiaDQPVBDsM,아야츠노 유니,Ayatsuno Yuni,EVERYS,뭐냐! 또 누굴 납치한게냐! 이 귀여운 움직임은!,66,2026-07-24T09:25:11Z,27,293
UgxUqFiZXOIisyulTOR4AaABAg,KxG2L57W0SQ,아라하시 타비,Arahashi Tabi,UNIVERSE,돌아왔구나 정타비,66,2026-06-29T03:50:08Z,9,294
Ugzl6WoKlalwaO-cQuJ4AaABAg,IVDQWVfrKwA,사키하네 후야,Sakihane Huya,EVERYS,아가들이 서로 아가로 보는게 진짜 귀여워요!,64,2026-06-30T22:27:35Z,24,295
UgyJ5NmUI72VATRkzlR4AaABAg,y1nUYj_D1Es,아오쿠모 린,Aokumo Rin,CLICHE,진짜 저음이 너무 매력적이다 이렇게 저음 매력적인 여자 뇨?봇 처음봄….,60,2026-06-28T08:17:35Z,40,296
Ugyh0Y8IfFCspbvVPnV4AaABAg,_w7V7MgoTR8,시라유키 히나,Shirayuki Hina,UNIVERSE,"입 열기전: 갸루+청초 GOAT 시라유키 히나
입을 열면: 정히나..",59,2026-06-11T15:07:26Z,38,297
UgxIkcB5egyrsRQYa1h4AaABAg,xKYey53VI1U,시라유키 히나,Shirayuki Hina,UNIVERSE,"친밀도는 싸우다 져서 기절하면 깎인다고 ㅋㅋㅋ
성능이 있어야 안 쓰러지고 친밀도가 쌓일 거 아냐!! ㅋㅋㅋㅋ",58,2026-07-12T05:05:09Z,60,298
UgxS0fSj2FeSpAJcQup4AaABAg,_w7V7MgoTR8,시라유키 히나,Shirayuki Hina,UNIVERSE,와 시라유키씨가 오셨네 ㄷㄷ 청순해서 코피 2번터졌습니다,57,2026-06-11T05:57:47Z,31,299
UgwFDdAej38AI5Eo6z54AaABAg,IVDQWVfrKwA,사키하네 후야,Sakihane Huya,EVERYS,마룡이 하늘에 서겠다,54,2026-06-30T22:47:28Z,11,300
Ugzb8QqPKmDyLJV4Dkl4AaABAg,yqkYpiIwYl0,아라하시 타비,Arahashi Tabi,UNIVERSE,신의상 나온지 얼마 안 지났는데 벌써 비키니 예고를 캬 대타비,53,2026-07-04T08:19:18Z,34,301
UgzkpRt-bQlTQJpzzTN4AaABAg,yY_Al_ZYnvA,네네코 마시로,Neneko Mashiro,UNIVERSE,"영상 흐름이 진짜 스텔 멤버들 공식 유튜브 중 가장 수준급인듯
진짜 감탄만나온다",52,2026-07-05T16:26:09Z,44,302
UgwSny3-B6CpvrBT2gV4AaABAg,VITNdv2ZywY,사키하네 후야,Sakihane Huya,EVERYS,0:06 순간 뭐 나왔다가 사라지길래 봤더니 어김없이 그 긴거...,51,2026-07-07T14:54:45Z,37,303
UgxULVORinPW2tKfbgZ4AaABAg,KxG2L57W0SQ,아라하시 타비,Arahashi Tabi,UNIVERSE,야르송 처음봤을때 타비가 생각났다면 믿어줄래?,49,2026-06-29T07:16:04Z,25,304
UgyQqE2Ix0fGd3x3IwZ4AaABAg,eeDdzUFGfcU,네네코 마시로,Neneko Mashiro,UNIVERSE,고양이가 울지도 않고 귀엽게 춤도 잘추네,49,2026-07-07T10:38:45Z,22,305
UgzbwoR1P72sUNmCt9N4AaABAg,KxG2L57W0SQ,아라하시 타비,Arahashi Tabi,UNIVERSE,야랄은 역시 정타비,49,2026-06-29T03:55:46Z,10,306
UgxKFQ2kvqjh2vwQhP94AaABAg,bHeNo0qY2iI,하나코 나나,Hanako Nana,CLICHE,이젠 드릴로 주파수를 맞추네 ㅋㅋㅋ,48,2026-06-29T08:02:37Z,19,307
UgyrL4N7iJg4RpfUAkN4AaABAg,jvZRK7W7S9Y,하나코 나나,Hanako Nana,CLICHE,요런 재즈가 베이스인 스텔 노래 더 없나..? ㅈㄴ 좋다,44,2026-07-27T06:18:35Z,31,308
UgxQFaLop9dbGrhkpxl4AaABAg,jeft__9y7ik,사키하네 후야,Sakihane Huya,EVERYS,빅헤드 개귀엽네 ㅋㅋㅋㅋ 머리 복복 하고싶다,43,2026-07-21T23:07:13Z,24,309
Ugy3pTomYExSOblXcDJ4AaABAg,jeft__9y7ik,사키하네 후야,Sakihane Huya,EVERYS,'예술은 쓰레기다',42,2026-07-21T22:30:46Z,10,310
Ugwd_EbSEwAyTHS_pXR4AaABAg,IVDQWVfrKwA,사키하네 후야,Sakihane Huya,EVERYS,역시 2천살 강도단 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,42,2026-07-01T01:22:50Z,22,311
UgzdhvRZLKjZwFG-00B4AaABAg,UoeqQ79OhJk,하나코 나나,Hanako Nana,CLICHE,진짜 개개개개개쳐귀엽네,40,2026-07-11T06:28:34Z,12,312
Ugx-1VQcmuB-HhqqDGN4AaABAg,eeDdzUFGfcU,네네코 마시로,Neneko Mashiro,UNIVERSE,꼬리 살랑살랑 진짜 귀여웠는데 이렇게 다시 볼 수 있으니 넘 좋다,39,2026-07-07T11:21:32Z,36,313
UgxKB3jy-2NFL-lgfh54AaABAg,jvZRK7W7S9Y,하나코 나나,Hanako Nana,CLICHE,어떻게 첫 오리지널 곡인데 재즈 심지어 템포도 빠르고 곡에 분위기 변화도 엄청 빠르고 다양한데 이렇게 잘소화를 한다고?? 나나는 확실하다... 2:10 그리거 여기 섹션 미텼다...,38,2026-07-27T02:06:43Z,101,314
Ugw8vqWGz_PGYr4igQ94AaABAg,aUVF5Tw9lz4,하나코 나나,Hanako Nana,CLICHE,난 왜 이 그림체 보면 웃음부터 나오지? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,38,2026-07-08T10:53:20Z,36,315
Ugw-rojhCCZitWE3JUx4AaABAg,f7uaxrWNIdE,네네코 마시로,Neneko Mashiro,UNIVERSE,1:03 와…찌로야 어흐…너무 좋다 진짜로 사랑한다❤,37,2026-06-10T13:28:31Z,29,316
UgwUtn420--W_7LRbIR4AaABAg,yY_Al_ZYnvA,네네코 마시로,Neneko Mashiro,UNIVERSE,3:04 아 난 찌그러지는게 왤케 좋지 ㅋㅋㅋ,36,2026-07-05T09:58:36Z,25,317
UgxKIFJltx0terLdQ4h4AaABAg,jMPJW2JNc9M,네네코 마시로,Neneko Mashiro,UNIVERSE,뭐지 이 귀여운 생명체는,36,2026-06-01T06:26:08Z,13,318
Ugz8pTedXF7EVqHUMzB4AaABAg,IVDQWVfrKwA,사키하네 후야,Sakihane Huya,EVERYS,후야 할 거 다하고 그런 말하면 안돼요~~ 하는게 ㅈㄴ 웃김ㅋㅋㅋ그런김에 또 못참겠다 강아가 arrrrrrrr,35,2026-07-01T04:03:22Z,61,319
UgyXkHeUvs7TC9rAH9B4AaABAg,yY_Al_ZYnvA,네네코 마시로,Neneko Mashiro,UNIVERSE,1:31 매력점,32,2026-07-05T08:44:43Z,8,320
Ugwx1oG3AVGifyB0UpF4AaABAg,aUVF5Tw9lz4,하나코 나나,Hanako Nana,CLICHE,안산식 도수치료 ㄷㄷ,32,2026-07-08T08:19:08Z,11,321
UgxsT1wlxDWiXL2A0554AaABAg,IVDQWVfrKwA,사키하네 후야,Sakihane Huya,EVERYS,강지 후야랑 있으면 진짜 친구같긴 함 사장님에서 살짝 내려옴,31,2026-07-01T11:56:04Z,33,322
UgxB9EDEDPRvlMc-2814AaABAg,aUVF5Tw9lz4,하나코 나나,Hanako Nana,CLICHE,나나 고양이냐고 ㅋㅋㅋㅋ 허리만 길어졌자나,30,2026-07-08T08:05:21Z,23,323
UgyHva8A8eZxNHx56MN4AaABAg,jMPJW2JNc9M,네네코 마시로,Neneko Mashiro,UNIVERSE,첨에 비장한 표정 ㅋㅋㅋㅋㅋㅋ,30,2026-06-01T06:19:38Z,16,324
Ugy3CSmquNGH-hbQBQR4AaABAg,VITNdv2ZywY,사키하네 후야,Sakihane Huya,EVERYS,ㅎㅎㅎ 후야는 노래 부를 때 또박또박 야무지게 잘 불러서 너무 귀여움,30,2026-07-08T15:31:18Z,38,325
UgxaFgCP3lWi16zBe9h4AaABAg,jMPJW2JNc9M,네네코 마시로,Neneko Mashiro,UNIVERSE,고양이가 쩜푸! 쩜푸!! 하는 것 같아서 진짜 밍쳐귀엽네ㅋㅋㅋㅋㅋㅋㅋ,29,2026-06-01T05:53:46Z,38,326
Ugxcwe14E0nJtVndcax4AaABAg,yY_Al_ZYnvA,네네코 마시로,Neneko Mashiro,UNIVERSE,2:43 누나 나죽어,29,2026-07-05T09:47:33Z,11,327
UgzjYzPMtu1QAZHsHXx4AaABAg,f7uaxrWNIdE,네네코 마시로,Neneko Mashiro,UNIVERSE,"찌로님 3주년 축하해요~~🎉
악마가 아닌걸도 너무 잘 듣고 있는데 
악마가 아닌걸 올라온지 얼마나 됐다고 이런 깜찍한 노래를~~~
다시 한번 3주년 축하하고 언제나 응원합니다! 밍!",27,2026-06-10T13:19:34Z,101,328
UgwF4GrzdzThWzpqKl14AaABAg,f7uaxrWNIdE,네네코 마시로,Neneko Mashiro,UNIVERSE,"우리가 변기에서 부터 3년을 봐왔다니 정말 놀랍구나
항상 귀여워서 우릴 웃게 해줘서 고마워🎉",24,2026-06-10T15:19:11Z,51,329
UgwWF0ou9Lgu0Zmham54AaABAg,yY_Al_ZYnvA,네네코 마시로,Neneko Mashiro,UNIVERSE,5:53 의도치 않았는데 사길 잘한 이유가 추가 됐다 🤔,23,2026-07-05T08:45:08Z,31,330
